academic_year,classification,confidence,source_kind,course_name,baseline_code,seed_code,baseline_grade,seed_grade,baseline_semester,seed_semester,baseline_completion_type,seed_completion_type,baseline_credits,seed_credits,changed_fields,db_signal,baseline_db_terms,seed_db_terms,exact_name_db_codes,attribute_change_effective_year,evidence,recommended_action
2022,legitimate_post_baseline_transition,high,same_code_changed,임상미생물학,ADB046,ADB046,4,4,1,1,전선,전선,2,3,credits,,,,,2025,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2025,Preserve baseline attributes and keep current seed attributes with change metadata.
2022,legitimate_post_baseline_transition,high,same_code_changed,임상약학 해설,ADB083,ADB083,5,4,2,2,전필,전필,1,1,grade,,,,,2025,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2025,Preserve baseline attributes and keep current seed attributes with change metadata.
2023,legitimate_post_baseline_transition,high,code_pair,건강기능식품학,ADA182,ADB050,4,4,1,2,전선,전선,2,3,,baseline_then_seed,2022-1;2023-1;2024-2,2025-2;2026-2,ADA182;ADB050,,baseline_code_was_offered_first;seed_code_was_offered_only_later;same_name_unique_pair,Preserve historical baseline code; keep later operational seed code if change metadata is recorded.
2023,legitimate_post_baseline_transition,high,same_code_changed,바이오의약품 분석,ADB060,ADB060,4,4,2,1,전선,전선,2,2,semester,,,,,2026,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2026,Preserve baseline attributes and keep current seed attributes with change metadata.
2023,legitimate_post_baseline_transition,high,same_code_changed,약용식물학,ADB049,ADB049,4,2,1,1,전선,전필,2,2,grade;completion_type,,,,,2024,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2024,Preserve baseline attributes and keep current seed attributes with change metadata.
2023,legitimate_post_baseline_transition,high,same_code_changed,약품생화학2,ADB016,ADB016,2,2,2,2,전필,전필,3,2,credits,,,,,2024,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2024,Preserve baseline attributes and keep current seed attributes with change metadata.
2023,legitimate_post_baseline_transition,high,same_code_changed,약화학 1,ADB009,ADB009,2,2,1,1,전선,전필,3,3,completion_type,,,,,2024,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2024,Preserve baseline attributes and keep current seed attributes with change metadata.
2023,legitimate_post_baseline_transition,high,same_code_changed,약화학 2,ADB018,ADB018,2,2,2,2,전필,전선,3,3,completion_type,,,,,2024,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2024,Preserve baseline attributes and keep current seed attributes with change metadata.
2023,legitimate_post_baseline_transition,high,same_code_changed,의약화학1,ADB047,ADB047,4,4,1,1,전선,전필,2,2,completion_type,,,,,2026,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2026,Preserve baseline attributes and keep current seed attributes with change metadata.
2023,legitimate_post_baseline_transition,high,same_code_changed,임상면역학,ADB035,ADB035,3,3,2,2,전선,전선,1,2,credits,,,,,2025,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2025,Preserve baseline attributes and keep current seed attributes with change metadata.
2023,legitimate_post_baseline_transition,high,same_code_changed,임상미생물학,ADB046,ADB046,4,4,1,1,전선,전선,2,3,credits,,,,,2025,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2025,Preserve baseline attributes and keep current seed attributes with change metadata.
2023,legitimate_post_baseline_transition,high,same_code_changed,천연물의약품학,ADB048,ADB048,4,3,1,1,전선,전선,2,2,grade,,,,,2025,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2025,Preserve baseline attributes and keep current seed attributes with change metadata.
2024,legitimate_post_baseline_transition,high,code_pair,건강기능식품학,ADA182,ADB050,5,4,2,2,전선,전선,2,3,,baseline_then_seed,2022-1;2023-1;2024-2,2025-2;2026-2,ADA182;ADB050,,baseline_code_was_offered_first;seed_code_was_offered_only_later;same_name_unique_pair,Preserve historical baseline code; keep later operational seed code if change metadata is recorded.
2024,legitimate_post_baseline_transition,high,same_code_changed,물리약학2,ADB019,ADB019,2,2,2,2,전필,전필,2,3,credits,,,,,2025,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2025,Preserve baseline attributes and keep current seed attributes with change metadata.
2024,legitimate_post_baseline_transition,high,same_code_changed,약품생화학2,ADB016,ADB016,2,2,2,2,전필,전필,2,3,credits,,,,,2025,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2025,Preserve baseline attributes and keep current seed attributes with change metadata.
2024,legitimate_post_baseline_transition,high,same_code_changed,의약품합성학,ADA198,ADA198,3,3,2,2,전필,전필,2,3,credits,,,,,2026,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2026,Preserve baseline attributes and keep current seed attributes with change metadata.
2024,legitimate_post_baseline_transition,high,same_code_changed,임상면역학,ADB035,ADB035,3,3,2,2,전선,전선,1,2,credits,,,,,2025,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2025,Preserve baseline attributes and keep current seed attributes with change metadata.
2024,legitimate_post_baseline_transition,high,same_code_changed,천연물의약품학,ADB048,ADB048,4,3,1,1,전선,전선,2,2,grade,,,,,2026,seed_attribute_change_metadata_matches_all_baseline_previous_values;effective_year=2026,Preserve baseline attributes and keep current seed attributes with change metadata.
